story,text
X. THE ADVENTURE OF THE NOBLE BACHELOR,it might be of some assistance. I will call at four o'clock in
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the afternoon, and, should you have any other engagement at that"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"time, I hope that you will postpone it, as this matter is of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"paramount importance. Yours faithfully, ST. SIMON.'"
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""It is dated from Grosvenor Mansions, written with a quill pen,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,and the noble lord has had the misfortune to get a smear of ink
X. THE ADVENTURE OF THE NOBLE BACHELOR,"upon the outer side of his right little finger,"" remarked Holmes"
X. THE ADVENTURE OF THE NOBLE BACHELOR,as he folded up the epistle.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""He says four o'clock. It is three now. He will be here in an"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"hour."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Then I have just time, with your assistance, to get clear upon"
X. THE ADVENTURE OF THE NOBLE BACHELOR,the subject. Turn over those papers and arrange the extracts in
X. THE ADVENTURE OF THE NOBLE BACHELOR,"their order of time, while I take a glance as to who our client"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"is."" He picked a red-covered volume from a line of books of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"reference beside the mantelpiece. ""Here he is,"" said he, sitting"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"down and flattening it out upon his knee. ""'Lord Robert Walsingham"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"de Vere St. Simon, second son of the Duke of Balmoral.' Hum! 'Arms:"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Azure, three caltrops in chief over a fess sable. Born in 1846.'"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"He's forty-one years of age, which is mature for marriage. Was"
X. THE ADVENTURE OF THE NOBLE BACHELOR,Under-Secretary for the colonies in a late administration. The
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Duke, his father, was at one time Secretary for Foreign Affairs."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"They inherit Plantagenet blood by direct descent, and Tudor on"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the distaff side. Ha! Well, there is nothing very instructive in"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"all this. I think that I must turn to you Watson, for something"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"more solid."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I have very little difficulty in finding what I want,"" said I,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""for the facts are quite recent, and the matter struck me as"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"remarkable. I feared to refer them to you, however, as I knew"
X. THE ADVENTURE OF THE NOBLE BACHELOR,that you had an inquiry on hand and that you disliked the
X. THE ADVENTURE OF THE NOBLE BACHELOR,"intrusion of other matters."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, you mean the little problem of the Grosvenor Square"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"furniture van. That is quite cleared up now--though, indeed, it"
X. THE ADVENTURE OF THE NOBLE BACHELOR,was obvious from the first. Pray give me the results of your
X. THE ADVENTURE OF THE NOBLE BACHELOR,"newspaper selections."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Here is the first notice which I can find. It is in the personal"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"column of the Morning Post, and dates, as you see, some weeks"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"back: 'A marriage has been arranged,' it says, 'and will, if"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"rumour is correct, very shortly take place, between Lord Robert"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"St. Simon, second son of the Duke of Balmoral, and Miss Hatty"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Doran, the only daughter of Aloysius Doran. Esq., of San"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Francisco, Cal., U.S.A.' That is all."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Terse and to the point,"" remarked Holmes, stretching his long,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,thin legs towards the fire.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""There was a paragraph amplifying this in one of the society"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"papers of the same week. Ah, here it is: 'There will soon be a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"call for protection in the marriage market, for the present"
X. THE ADVENTURE OF THE NOBLE BACHELOR,free-trade principle appears to tell heavily against our home
X. THE ADVENTURE OF THE NOBLE BACHELOR,product. One by one the management of the noble houses of Great
X. THE ADVENTURE OF THE NOBLE BACHELOR,Britain is passing into the hands of our fair cousins from across
X. THE ADVENTURE OF THE NOBLE BACHELOR,the Atlantic. An important addition has been made during the last
X. THE ADVENTURE OF THE NOBLE BACHELOR,week to the list of the prizes which have been borne away by
X. THE ADVENTURE OF THE NOBLE BACHELOR,"these charming invaders. Lord St. Simon, who has shown himself"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"for over twenty years proof against the little god's arrows, has"
X. THE ADVENTURE OF THE NOBLE BACHELOR,now definitely announced his approaching marriage with Miss Hatty
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Doran, the fascinating daughter of a California millionaire. Miss"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Doran, whose graceful figure and striking face attracted much"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"attention at the Westbury House festivities, is an only child,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,and it is currently reported that her dowry will run to
X. THE ADVENTURE OF THE NOBLE BACHELOR,"considerably over the six figures, with expectancies for the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,future. As it is an open secret that the Duke of Balmoral has
X. THE ADVENTURE OF THE NOBLE BACHELOR,"been compelled to sell his pictures within the last few years,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,and as Lord St. Simon has no property of his own save the small
X. THE ADVENTURE OF THE NOBLE BACHELOR,"estate of Birchmoor, it is obvious that the Californian heiress"
X. THE ADVENTURE OF THE NOBLE BACHELOR,is not the only gainer by an alliance which will enable her to
X. THE ADVENTURE OF THE NOBLE BACHELOR,make the easy and common transition from a Republican lady to a
X. THE ADVENTURE OF THE NOBLE BACHELOR,"British peeress.'"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Anything else?"" asked Holmes, yawning."
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, yes; plenty. Then there is another note in the Morning Post"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"to say that the marriage would be an absolutely quiet one, that it"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"would be at St. George's, Hanover Square, that only half a dozen"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"intimate friends would be invited, and that the party would"
X. THE ADVENTURE OF THE NOBLE BACHELOR,return to the furnished house at Lancaster Gate which has been
X. THE ADVENTURE OF THE NOBLE BACHELOR,"taken by Mr. Aloysius Doran. Two days later--that is, on"
X. THE ADVENTURE OF THE NOBLE BACHELOR,Wednesday last--there is a curt announcement that the wedding had
X. THE ADVENTURE OF THE NOBLE BACHELOR,"taken place, and that the honeymoon would be passed at Lord"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Backwater's place, near Petersfield. Those are all the notices"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"which appeared before the disappearance of the bride."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Before the what?"" asked Holmes with a start."
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""The vanishing of the lady."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""When did she vanish, then?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""At the wedding breakfast."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Indeed. This is more interesting than it promised to be; quite"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"dramatic, in fact."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes; it struck me as being a little out of the common."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""They often vanish before the ceremony, and occasionally during"
X. THE ADVENTURE OF THE NOBLE BACHELOR,the honeymoon; but I cannot call to mind anything quite so prompt
X. THE ADVENTURE OF THE NOBLE BACHELOR,"as this. Pray let me have the details."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I warn you that they are very incomplete."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Perhaps we may make them less so."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Such as they are, they are set forth in a single article of a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"morning paper of yesterday, which I will read to you. It is"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"headed, 'Singular Occurrence at a Fashionable Wedding':"
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""'The family of Lord Robert St. Simon has been thrown into the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,greatest consternation by the strange and painful episodes which
X. THE ADVENTURE OF THE NOBLE BACHELOR,"have taken place in connection with his wedding. The ceremony, as"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"shortly announced in the papers of yesterday, occurred on the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,previous morning; but it is only now that it has been possible to
X. THE ADVENTURE OF THE NOBLE BACHELOR,confirm the strange rumours which have been so persistently
X. THE ADVENTURE OF THE NOBLE BACHELOR,floating about. In spite of the attempts of the friends to hush
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the matter up, so much public attention has now been drawn to it"
X. THE ADVENTURE OF THE NOBLE BACHELOR,that no good purpose can be served by affecting to disregard what
X. THE ADVENTURE OF THE NOBLE BACHELOR,is a common subject for conversation.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""'The ceremony, which was performed at St. George's, Hanover"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Square, was a very quiet one, no one being present save the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"father of the bride, Mr. Aloysius Doran, the Duchess of Balmoral,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Lord Backwater, Lord Eustace and Lady Clara St. Simon (the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"younger brother and sister of the bridegroom), and Lady Alicia"
X. THE ADVENTURE OF THE NOBLE BACHELOR,Whittington. The whole party proceeded afterwards to the house of
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Mr. Aloysius Doran, at Lancaster Gate, where breakfast had been"
X. THE ADVENTURE OF THE NOBLE BACHELOR,prepared. It appears that some little trouble was caused by a
X. THE ADVENTURE OF THE NOBLE BACHELOR,"woman, whose name has not been ascertained, who endeavoured to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"force her way into the house after the bridal party, alleging"
X. THE ADVENTURE OF THE NOBLE BACHELOR,that she had some claim upon Lord St. Simon. It was only after a
X. THE ADVENTURE OF THE NOBLE BACHELOR,painful and prolonged scene that she was ejected by the butler
X. THE ADVENTURE OF THE NOBLE BACHELOR,"and the footman. The bride, who had fortunately entered the house"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"before this unpleasant interruption, had sat down to breakfast"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"with the rest, when she complained of a sudden indisposition and"
X. THE ADVENTURE OF THE NOBLE BACHELOR,retired to her room. Her prolonged absence having caused some
X. THE ADVENTURE OF THE NOBLE BACHELOR,"comment, her father followed her, but learned from her maid that"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"she had only come up to her chamber for an instant, caught up an"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"ulster and bonnet, and hurried down to the passage. One of the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,footmen declared that he had seen a lady leave the house thus
X. THE ADVENTURE OF THE NOBLE BACHELOR,"apparelled, but had refused to credit that it was his mistress,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,believing her to be with the company. On ascertaining that his
X. THE ADVENTURE OF THE NOBLE BACHELOR,"daughter had disappeared, Mr. Aloysius Doran, in conjunction with"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the bridegroom, instantly put themselves in communication with"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the police, and very energetic inquiries are being made, which"
X. THE ADVENTURE OF THE NOBLE BACHELOR,will probably result in a speedy clearing up of this very
X. THE ADVENTURE OF THE NOBLE BACHELOR,"singular business. Up to a late hour last night, however, nothing"
X. THE ADVENTURE OF THE NOBLE BACHELOR,had transpired as to the whereabouts of the missing lady. There
X. THE ADVENTURE OF THE NOBLE BACHELOR,"are rumours of foul play in the matter, and it is said that the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,police have caused the arrest of the woman who had caused the
X. THE ADVENTURE OF THE NOBLE BACHELOR,"original disturbance, in the belief that, from jealousy or some"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"other motive, she may have been concerned in the strange"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"disappearance of the bride.'"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And is that all?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Only one little item in another of the morning papers, but it is"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"a suggestive one."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And it is--"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""That Miss Flora Millar, the lady who had caused the disturbance,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,has actually been arrested. It appears that she was formerly a
X. THE ADVENTURE OF THE NOBLE BACHELOR,"danseuse at the Allegro, and that she has known the bridegroom"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"for some years. There are no further particulars, and the whole"
X. THE ADVENTURE OF THE NOBLE BACHELOR,case is in your hands now--so far as it has been set forth in the
X. THE ADVENTURE OF THE NOBLE BACHELOR,"public press."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And an exceedingly interesting case it appears to be. I would"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"not have missed it for worlds. But there is a ring at the bell,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Watson, and as the clock makes it a few minutes after four, I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,have no doubt that this will prove to be our noble client. Do not
X. THE ADVENTURE OF THE NOBLE BACHELOR,"dream of going, Watson, for I very much prefer having a witness,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"if only as a check to my own memory."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Lord Robert St. Simon,"" announced our page-boy, throwing open"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the door. A gentleman entered, with a pleasant, cultured face,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"high-nosed and pale, with something perhaps of petulance about"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"the mouth, and with the steady, well-opened eye of a man whose"
X. THE ADVENTURE OF THE NOBLE BACHELOR,pleasant lot it had ever been to command and to be obeyed. His
X. THE ADVENTURE OF THE NOBLE BACHELOR,"manner was brisk, and yet his general appearance gave an undue"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"impression of age, for he had a slight forward stoop and a little"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"bend of the knees as he walked. His hair, too, as he swept off"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"his very curly-brimmed hat, was grizzled round the edges and thin"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"upon the top. As to his dress, it was careful to the verge of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"foppishness, with high collar, black frock-coat, white waistcoat,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"yellow gloves, patent-leather shoes, and light-coloured gaiters."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"He advanced slowly into the room, turning his head from left to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"right, and swinging in his right hand the cord which held his"
X. THE ADVENTURE OF THE NOBLE BACHELOR,golden eyeglasses.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Good-day, Lord St. Simon,"" said Holmes, rising and bowing. ""Pray"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"take the basket-chair. This is my friend and colleague, Dr."
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Watson. Draw up a little to the fire, and we will talk this"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"matter over."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""A most painful matter to me, as you can most readily imagine,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,Mr. Holmes. I have been cut to the quick. I understand that you
X. THE ADVENTURE OF THE NOBLE BACHELOR,"have already managed several delicate cases of this sort, sir,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,though I presume that they were hardly from the same class of
X. THE ADVENTURE OF THE NOBLE BACHELOR,"society."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""No, I am descending."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I beg pardon."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""My last client of the sort was a king."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Oh, really! I had no idea. And which king?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""The King of Scandinavia."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""What! Had he lost his wife?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""You can understand,"" said Holmes suavely, ""that I extend to the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,affairs of my other clients the same secrecy which I promise to
X. THE ADVENTURE OF THE NOBLE BACHELOR,"you in yours."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Of course! Very right! very right! I'm sure I beg pardon. As to"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"my own case, I am ready to give you any information which may"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"assist you in forming an opinion."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Thank you. I have already learned all that is in the public"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"prints, nothing more. I presume that I may take it as correct--this"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"article, for example, as to the disappearance of the bride."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"Lord St. Simon glanced over it. ""Yes, it is correct, as far as it"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"goes."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""But it needs a great deal of supplementing before anyone could"
X. THE ADVENTURE OF THE NOBLE BACHELOR,offer an opinion. I think that I may arrive at my facts most
X. THE ADVENTURE OF THE NOBLE BACHELOR,"directly by questioning you."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Pray do so."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""When did you first meet Miss Hatty Doran?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""In San Francisco, a year ago."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""You were travelling in the States?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Did you become engaged then?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""No."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""But you were on a friendly footing?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I was amused by her society, and she could see that I was"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"amused."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Her father is very rich?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""He is said to be the richest man on the Pacific slope."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And how did he make his money?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""In mining. He had nothing a few years ago. Then he struck gold,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"invested it, and came up by leaps and bounds."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Now, what is your own impression as to the young lady's--your"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wife's character?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,The nobleman swung his glasses a little faster and stared down
X. THE ADVENTURE OF THE NOBLE BACHELOR,"into the fire. ""You see, Mr. Holmes,"" said he, ""my wife was"
X. THE ADVENTURE OF THE NOBLE BACHELOR,twenty before her father became a rich man. During that time she
X. THE ADVENTURE OF THE NOBLE BACHELOR,ran free in a mining camp and wandered through woods or
X. THE ADVENTURE OF THE NOBLE BACHELOR,"mountains, so that her education has come from Nature rather than"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"from the schoolmaster. She is what we call in England a tomboy,"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"with a strong nature, wild and free, unfettered by any sort of"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"traditions. She is impetuous--volcanic, I was about to say. She"
X. THE ADVENTURE OF THE NOBLE BACHELOR,is swift in making up her mind and fearless in carrying out her
X. THE ADVENTURE OF THE NOBLE BACHELOR,"resolutions. On the other hand, I would not have given her the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"name which I have the honour to bear""--he gave a little stately"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"cough--""had not I thought her to be at bottom a noble woman. I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,believe that she is capable of heroic self-sacrifice and that
X. THE ADVENTURE OF THE NOBLE BACHELOR,"anything dishonourable would be repugnant to her."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Have you her photograph?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I brought this with me."" He opened a locket and showed us the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,full face of a very lovely woman. It was not a photograph but an
X. THE ADVENTURE OF THE NOBLE BACHELOR,"ivory miniature, and the artist had brought out the full effect"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"of the lustrous black hair, the large dark eyes, and the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,exquisite mouth. Holmes gazed long and earnestly at it. Then he
X. THE ADVENTURE OF THE NOBLE BACHELOR,closed the locket and handed it back to Lord St. Simon.
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""The young lady came to London, then, and you renewed your"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"acquaintance?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes, her father brought her over for this last London season. I"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"met her several times, became engaged to her, and have now"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"married her."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""She brought, I understand, a considerable dowry?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""A fair dowry. Not more than is usual in my family."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""And this, of course, remains to you, since the marriage is a"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"fait accompli?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""I really have made no inquiries on the subject."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Very naturally not. Did you see Miss Doran on the day before the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wedding?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Yes."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Was she in good spirits?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Never better. She kept talking of what we should do in our"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"future lives."""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
X. THE ADVENTURE OF THE NOBLE BACHELOR,"""Indeed! That is very interesting. And on the morning of the"
X. THE ADVENTURE OF THE NOBLE BACHELOR,"wedding?"""
X. THE ADVENTURE OF THE NOBLE BACHELOR,NA
